customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8969-ELRHY,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.5,2440.81,No
1868-LHWVW,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.59,6472.81,Yes
4496-AMATC,Female,0,No,Yes,31,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.46,701.55,No
3122-LIZII,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.91,3267.44,Yes
9204-OJQWJ,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,76.84,3380.8,No
2304-HUFYW,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,87.19,4574.63,No
7766-VORUN,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,69.14,4095.96,No
2654-CNKBK,Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,102.97,5041.15,Yes
8668-OVFKV,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.88,2129.46,No
3312-WAAYC,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),112.46,2876.92,No
1670-QDSKW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,96.74,259.44,Yes
7572-ROCAL,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,115.32,4363.49,No
5027-SHSAV,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,92.32,5798.93,No
2856-MSBKC,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),42.33,1569.68,No
9604-ZJBQK,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.35,3704.68,Yes
1004-DQCZE,Female,1,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.12,2422.03,No
6798-QIGCZ,Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.89,4397.71,No
5996-WBTUS,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.06,1427.7,No
7095-YGHZB,Female,1,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),113.82,6694.8,No
3005-BUOFD,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.69,405.19,No
2047-NGZYU,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.94,4899.71,Yes
1244-NSGNX,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,109.04,7822.87,Yes
4817-CMVUJ,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,19.13,1312.04,Yes
4300-WKDPD,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.55,2565.81,No
6925-ZEMKG,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.06,3898.52,Yes
5685-OAGXY,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,67.28,2241.46,No
7753-OSMDA,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),48.78,1478.46,No
1321-JGAGY,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,23.38,1084.98,Yes
9461-YBJLT,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.6,280.71,No
4331-TDWXX,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.79,118.68,No
9062-OXZSD,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,30.0,132.43,Yes
9134-RPXBY,Female,0,No,Yes,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.39,3859.38,Yes
1435-UWECX,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,96.77,1804.6,Yes
5185-AJZYX,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.75,4077.64,No
1937-UZMED,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.16,3919.47,Yes
7064-HHKDS,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.57,7104.86,No
7668-KXPZZ,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.26,1849.15,Yes
7782-YSDNY,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39.69,2615.12,No
8136-TMMNQ,Male,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.46,3179.37,No
1649-TLFVI,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.95,4256.78,No
8655-XSVQS,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,72.32,2662.4,No
7473-WIBIY,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,118.23,4114.71,Yes
4361-UOVHR,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.71,3219.54,Yes
9007-SYNVC,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.41,1486.57,No
8855-SIQYF,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.8,0.0,Yes
6864-XYXTY,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),109.53,858.48,No
4790-QHIEW,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.6,349.67,Yes
1752-DNMKN,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.61,4626.65,Yes
5552-ISPWX,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.17,1592.34,Yes
6510-DAPRF,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,19.08,1207.51,No
3254-JXNRA,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,108.13,1910.45,No
7429-ZLLCA,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,85.11,4892.33,Yes
1232-YGIBJ,Female,1,Yes,No,64,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.22,5866.73,No
5840-UIXGZ,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.75,5343.9,No
1905-PXBNI,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.44,1346.33,No
9547-NNADT,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.35,4562.2,No
5768-SZXYX,Female,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.01,3161.45,Yes
8949-LQMFE,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),52.45,1630.91,No
1870-IDJJX,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),31.04,1487.7,No
8519-OANFG,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.06,1585.06,No
5071-DNEXG,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,96.62,1354.13,No
2682-EKDQZ,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.42,2700.29,No
9464-IEZSM,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.59,5021.99,No
3896-RBPUE,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.14,6048.06,No
1256-OBTNV,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,90.27,1211.44,Yes
1766-LVBYZ,Female,0,No,Yes,29,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.28,3062.82,Yes
5784-YUNKD,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,99.88,2344.53,No
3784-CGABJ,Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,87.81,3056.4,No
2070-UGVEP,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),38.82,2529.24,No
4204-ZBJXP,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.06,1174.73,No
5425-RWFUT,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),29.27,1402.37,No
7989-PWBYQ,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.56,2699.87,No
3590-VTEIR,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.82,1778.22,Yes
7420-MFLXS,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.05,3475.65,No
7766-GNSDW,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.12,7440.24,Yes
3593-LCNZL,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,75.96,4087.37,No
4465-MSNUW,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.96,2855.33,No
7678-LWWFS,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.27,3874.18,Yes
5667-YMKNF,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,26.8,515.2,No
8675-NSWKQ,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),48.52,1909.35,No
9724-DZWXH,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,111.25,6735.93,No
7467-PTUQH,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.07,2683.83,No
6166-SHCFK,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.79,58.0,Yes
9575-YDYIR,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.73,533.64,No
1033-SWGUN,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.05,3556.69,No
7514-IGVBQ,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.03,1256.68,No
7687-TYIKA,Male,0,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62.9,66.6,No
7661-XXOMN,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.48,1533.42,Yes
6356-GMXGL,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.57,0.0,Yes
2337-MLHWM,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.43,1630.84,Yes
5349-AMCNI,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.47,3904.5,Yes
1140-RCHLI,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),59.13,676.94,Yes
3442-CWRNK,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.75,2607.82,No
9897-PQOHP,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.37,2535.86,Yes
2038-MBUWV,Male,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.55,6270.28,Yes
4417-JLORE,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.85,240.45,No
4278-IDQUT,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),84.43,1011.42,No
8925-KJGJH,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.6,739.85,Yes
3754-ZDQBJ,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.72,1087.19,No
5749-WFHRQ,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37.31,660.73,No
9002-MUSBC,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),93.83,6420.11,No
5846-UOUFH,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.12,2191.38,No
8583-MCBAP,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.0,5894.45,No
5572-ELJYM,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.38,5253.29,Yes
8807-YPZYD,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.32,1554.42,No
9190-OLFYX,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.51,941.21,No
6782-MDMAB,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,88.55,4219.56,Yes
5987-UVSKP,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),72.26,2042.98,Yes
8067-BYBHT,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,22.98,1016.3,Yes
2289-NCVIC,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,92.53,1642.41,No
6070-VBVNT,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.3,4360.9,Yes
8414-MRVNO,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,60.32,3532.73,No
5558-HOPTZ,Female,1,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),20.22,884.39,No
4614-NLWZX,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.44,658.97,Yes
5397-SOPRD,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,75.95,1480.4,No
3775-NEACL,Male,0,Yes,No,41,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.26,3932.74,Yes
2725-RYQWQ,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.8,1307.13,No
7575-MUJLH,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.87,1187.81,Yes
8213-OWVJT,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.63,3993.44,No
1623-RDHBY,Male,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,41.82,2884.46,No
8571-XWMFM,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.1,1726.35,Yes
7776-EAAHJ,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,24.64,1266.38,No
8610-XIQFL,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.5,1191.04,No
9777-FOAXS,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.89,1663.29,Yes
5231-SLBLB,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,20.57,523.04,No
4795-HOVBW,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,20.93,52.94,No
5684-JJQKM,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.72,977.92,Yes
9004-IFIXF,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),42.76,2229.96,No
7720-MAIYS,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.54,892.01,Yes
2120-ZCFHC,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.86,378.51,No
9696-THUOS,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,22.73,224.15,Yes
5926-KTMGK,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,5314.6,Yes
5320-ZZXUK,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,89.35,3177.38,Yes
5718-LFWYO,Female,0,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.35,1550.86,Yes
5405-PZUZE,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.31,1877.53,Yes
9316-TERXR,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,33.61,1134.81,No
3441-IMXSW,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.54,5838.93,Yes
1705-TACTO,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.41,1318.46,No
8032-AYWFS,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.36,6499.58,No
7514-MQLJE,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),74.98,1578.47,No
4089-REACE,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.68,786.3,Yes
2806-PXUUN,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,88.17,1089.83,No
7363-XOCBI,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.0,2515.84,No
5580-MEZGW,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,59.37,3227.3,No
4902-GSLZQ,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),60.46,4141.06,No
1716-GPIHS,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.29,911.13,No
7417-YNGVB,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.22,3329.95,No
7468-LGSJO,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.77,2137.3,No
7560-DSKWV,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,35.6,1630.0,No
5826-UGWVF,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),33.9,955.61,No
3135-NZJXX,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.56,1532.06,No
2269-MGLSW,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.28,989.98,Yes
8058-TBLJW,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.65,1290.75,Yes
3839-TNVAC,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.59,1345.33,No
1782-DZINI,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.62,551.24,No
6664-ICWFN,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.73,3305.76,No
7727-WOKTQ,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.39,3476.4,No
3662-JLVKV,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),23.75,1289.56,Yes
4587-BROKY,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,74.15,3999.87,No
4368-BYVDK,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.41,769.32,No
5405-GWIKR,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.86,492.19,No
8361-JOBDM,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.47,2880.09,No
3450-KOQNI,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.37,3686.03,No
2129-AQBFJ,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.16,1524.84,No
3800-KSIDN,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.83,2110.79,Yes
2247-SYFZE,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.96,6027.04,No
6251-TMSVX,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.32,3018.99,No
9553-YHZYN,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.2,6117.81,No
1464-OLWUU,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,31.26,1367.75,No
3637-JCCBO,Female,1,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.45,2366.39,Yes
9798-IEPXS,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,83.93,2057.95,Yes
7585-PUBEX,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.07,2612.98,No
