customerID,churn_prob,risk_tier,intervention,tenure,contract_enc,MonthlyCharges,service_depth,high_risk_combo,ltv_proxy
4844-HRVOO,0.7076,Critical,Offer annual contract upgrade + discount,29,0,86.2,1,0,2499.8
6983-ULHIM,0.7074,Critical,Offer annual contract upgrade + discount,29,0,44.62,2,0,1293.98
9584-XZKYL,0.7073,Critical,Offer annual contract upgrade + discount,66,0,53.03,6,1,3499.98
8161-KNJVO,0.7072,Critical,Enroll in paperless billing + auto-pay,31,2,30.76,5,0,953.5600000000001
5004-OLJMT,0.707,Critical,Onboarding check-in call,9,2,25.15,4,0,226.35
4655-IECOV,0.7069,Critical,Onboarding check-in call,0,1,86.3,4,0,0.0
5496-LAJQK,0.7069,Critical,Offer annual contract upgrade + discount,32,0,29.1,3,1,931.2
1778-HWEUI,0.7069,Critical,Offer annual contract upgrade + discount,2,0,53.28,2,0,106.56
4480-WMOBR,0.7067,Critical,Offer annual contract upgrade + discount,47,0,85.3,6,0,4009.1
6174-RDVJI,0.7066,Critical,Offer annual contract upgrade + discount,46,0,86.61,4,0,3984.06
4426-KNKMY,0.7065,Critical,Offer annual contract upgrade + discount,34,0,83.05,4,1,2823.7
5455-YBNDH,0.7059,Critical,Offer annual contract upgrade + discount,33,0,39.55,6,0,1305.1499999999999
3977-RVMQO,0.7057,Critical,Offer annual contract upgrade + discount,44,0,62.79,4,1,2762.7599999999998
8154-FXENN,0.7054,Critical,Offer annual contract upgrade + discount,20,0,30.35,5,0,607.0
4369-NRSMW,0.7054,Critical,Offer annual contract upgrade + discount,44,0,22.4,4,0,985.5999999999999
8624-QHJZX,0.7054,Critical,Offer annual contract upgrade + discount,38,0,83.27,4,0,3164.2599999999998
4861-WSTVJ,0.7051,Critical,Offer annual contract upgrade + discount,39,0,113.33,4,1,4419.87
9983-JJNKS,0.705,Critical,Offer annual contract upgrade + discount,6,0,37.44,3,1,224.64
2762-IBARP,0.7049,Critical,Offer annual contract upgrade + discount,0,0,100.93,5,1,0.0
3681-CNOBY,0.7049,Critical,Offer annual contract upgrade + discount,1,0,66.44,5,1,66.44
7436-HFTXB,0.7048,Critical,Offer annual contract upgrade + discount,25,0,46.28,2,0,1157.0
8557-LASFX,0.7046,Critical,Offer annual contract upgrade + discount,4,0,85.93,5,1,343.72
4124-WDYZK,0.7045,Critical,Bundle security add-on — proactive outreach,32,2,65.77,4,0,2104.64
5665-GXKIH,0.7044,Critical,Offer annual contract upgrade + discount,29,0,69.62,4,1,2018.98
8668-OVFKV,0.7043,Critical,Offer annual contract upgrade + discount,26,0,84.88,3,1,2206.88
2859-TWAJQ,0.7043,Critical,Onboarding check-in call,7,1,34.17,3,0,239.19
8819-LQRLZ,0.7036,Critical,Offer annual contract upgrade + discount,12,0,19.51,3,0,234.12
5919-LRQEQ,0.7036,Critical,Onboarding check-in call,1,1,81.75,4,0,81.75
9393-GHTGZ,0.7033,Critical,Offer annual contract upgrade + discount,37,0,104.04,6,1,3849.48
5237-LYNBE,0.7033,Critical,Offer annual contract upgrade + discount,21,0,34.26,1,0,719.4599999999999
1604-AXLKS,0.7033,Critical,Offer annual contract upgrade + discount,47,0,96.77,4,0,4548.19
6818-ZFOQF,0.7031,Critical,Offer annual contract upgrade + discount,12,0,51.8,6,1,621.5999999999999
7566-WXJPL,0.7031,Critical,Offer annual contract upgrade + discount,45,0,100.39,3,0,4517.55
4518-IPJJJ,0.703,Critical,Offer annual contract upgrade + discount,0,0,47.16,3,1,0.0
2126-RSKVR,0.703,Critical,Bundle security add-on — proactive outreach,55,2,94.62,6,0,5204.1
5374-UVIYL,0.703,Critical,Offer annual contract upgrade + discount,20,0,41.41,4,0,828.1999999999999
6175-HFVWZ,0.7029,Critical,Offer annual contract upgrade + discount,33,0,22.71,6,0,749.4300000000001
4956-VSDFR,0.7027,Critical,Offer annual contract upgrade + discount,15,0,76.45,5,0,1146.75
5597-RAQMM,0.7026,Critical,Offer annual contract upgrade + discount,45,0,102.97,4,1,4633.65
3082-CHCHP,0.7023,Critical,Offer annual contract upgrade + discount,66,0,43.92,8,1,2898.7200000000003
8194-KNNIF,0.702,Critical,Bundle security add-on — proactive outreach,6,1,73.52,6,0,441.12
9329-GOFCS,0.702,Critical,Enroll in paperless billing + auto-pay,0,1,96.59,4,0,0.0
9233-XGUHY,0.7018,Critical,Offer annual contract upgrade + discount,52,0,30.11,5,0,1565.72
5690-QVSQU,0.7016,Critical,Bundle security add-on — proactive outreach,14,1,99.76,4,0,1396.64
3455-QDMYL,0.7015,Critical,Bundle security add-on — proactive outreach,33,1,111.04,4,0,3664.32
6525-LSEGX,0.7014,Critical,Offer annual contract upgrade + discount,46,0,51.91,4,0,2387.8599999999997
8520-MUOFV,0.7013,Critical,Offer annual contract upgrade + discount,23,0,79.11,1,0,1819.53
8759-JUVFT,0.7013,Critical,Offer annual contract upgrade + discount,48,0,82.52,4,1,3960.96
6293-KLWGS,0.7012,Critical,Offer annual contract upgrade + discount,65,0,73.92,7,1,4804.8
5914-TKZIO,0.701,Critical,Offer annual contract upgrade + discount,5,0,109.46,6,0,547.3
1611-ITQEB,0.701,Critical,Offer annual contract upgrade + discount,7,0,93.27,2,0,652.89
3877-DSZCV,0.7008,Critical,Offer annual contract upgrade + discount,57,0,26.38,1,0,1503.6599999999999
8972-XWDSW,0.7008,Critical,Offer annual contract upgrade + discount,20,0,50.45,6,0,1009.0
1579-LCDDV,0.7006,Critical,Offer annual contract upgrade + discount,3,0,28.48,4,0,85.44
8080-CAVMD,0.7004,Critical,Bundle security add-on — proactive outreach,15,1,110.65,5,0,1659.75
8290-JYSRC,0.7002,Critical,Offer annual contract upgrade + discount,53,0,81.09,6,0,4297.77
7568-VFXTE,0.6996,High,Offer annual contract upgrade + discount,60,0,111.84,5,1,6710.400000000001
4465-MSNUW,0.6994,High,Offer annual contract upgrade + discount,35,0,83.96,3,0,2938.6
5850-ZMIGM,0.6993,High,Offer annual contract upgrade + discount,6,0,116.27,6,1,697.62
1723-ZKLKD,0.6992,High,Offer annual contract upgrade + discount,62,0,43.69,5,0,2708.7799999999997
7963-XAAHI,0.6991,High,Bundle security add-on — proactive outreach,38,1,93.84,3,0,3565.92
7698-HTYIZ,0.6989,High,Offer annual contract upgrade + discount,44,0,90.76,1,0,3993.44
7852-JRPTC,0.6986,High,Offer annual contract upgrade + discount,29,0,40.15,1,0,1164.35
1354-ZESDB,0.6985,High,Offer annual contract upgrade + discount,11,0,57.78,7,0,635.58
7514-IGVBQ,0.6985,High,Offer annual contract upgrade + discount,17,0,75.03,3,1,1275.51
8753-LAAHQ,0.6985,High,Bundle security add-on — proactive outreach,35,1,48.17,5,0,1685.95
5544-TMQHZ,0.6985,High,Offer annual contract upgrade + discount,45,0,88.37,5,1,3976.65
3128-TXSGS,0.6984,High,Offer annual contract upgrade + discount,67,0,20.09,7,0,1346.03
5644-SDIED,0.6983,High,Bundle security add-on — proactive outreach,13,1,115.15,4,0,1496.95
5833-NOEZY,0.6981,High,Offer annual contract upgrade + discount,72,0,47.27,2,0,3403.44
1249-GWHUZ,0.6981,High,Bundle security add-on — proactive outreach,7,1,80.94,5,0,566.5799999999999
3319-KZETW,0.698,High,Offer annual contract upgrade + discount,32,0,56.21,1,0,1798.72
9212-UNBGI,0.6979,High,Offer annual contract upgrade + discount,61,0,39.85,6,0,2430.85
9002-KJSTQ,0.6977,High,Offer annual contract upgrade + discount,3,0,44.96,5,0,134.88
2073-FNABN,0.6975,High,Offer annual contract upgrade + discount,37,0,49.26,6,1,1822.62
9940-OKVVB,0.6974,High,Offer annual contract upgrade + discount,12,0,44.14,4,0,529.6800000000001
6373-JGNGG,0.6973,High,Offer annual contract upgrade + discount,40,0,66.4,4,1,2656.0
7190-PBYZK,0.6973,High,Enroll in paperless billing + auto-pay,11,1,82.05,6,0,902.55
1674-AFZVC,0.6968,High,Offer annual contract upgrade + discount,62,0,65.19,6,1,4041.7799999999997
1752-DNMKN,0.6967,High,Offer annual contract upgrade + discount,51,0,91.61,5,0,4672.11
6236-SFMUR,0.6966,High,Offer annual contract upgrade + discount,71,0,114.85,2,0,8154.349999999999
8540-RFUZD,0.6964,High,Offer annual contract upgrade + discount,26,0,28.66,4,0,745.16
9753-SNEBH,0.6963,High,Offer annual contract upgrade + discount,17,0,67.42,3,0,1146.14
6993-AODRS,0.6961,High,Offer annual contract upgrade + discount,7,0,38.82,5,0,271.74
8631-KCUNS,0.696,High,Loyalty reward or retention offer,60,1,25.15,4,0,1509.0
3442-HTRZV,0.6957,High,Offer annual contract upgrade + discount,21,0,97.03,4,1,2037.63
8551-KTYBW,0.6957,High,Offer annual contract upgrade + discount,32,0,69.61,4,0,2227.52
8433-NRONW,0.6952,High,Offer annual contract upgrade + discount,30,0,52.83,6,0,1584.8999999999999
8125-TZTHN,0.695,High,Offer annual contract upgrade + discount,15,0,40.53,2,0,607.95
1926-VRRAJ,0.695,High,Offer annual contract upgrade + discount,37,0,51.65,6,1,1911.05
5769-BRELP,0.6947,High,Offer annual contract upgrade + discount,28,0,21.33,5,1,597.24
2395-CMDMN,0.6944,High,Bundle security add-on — proactive outreach,4,1,64.08,7,0,256.32
9798-IEPXS,0.6941,High,Bundle security add-on — proactive outreach,24,1,83.93,4,0,2014.3200000000002
9485-TQEVO,0.6941,High,Offer annual contract upgrade + discount,16,0,92.81,1,0,1484.96
8666-QRINX,0.694,High,Offer annual contract upgrade + discount,16,0,26.4,5,0,422.4
1783-DVKKH,0.694,High,Offer annual contract upgrade + discount,17,0,25.1,5,0,426.70000000000005
4468-INQCO,0.6938,High,Offer annual contract upgrade + discount,45,0,55.97,1,0,2518.65
7554-IDAPC,0.6938,High,Offer annual contract upgrade + discount,48,0,36.83,3,1,1767.84
3874-LWGQH,0.6936,High,Offer annual contract upgrade + discount,66,0,44.26,4,1,2921.16
7302-EDBPR,0.6935,High,Offer annual contract upgrade + discount,27,0,76.68,6,0,2070.36
4078-OXULL,0.6935,High,Offer annual contract upgrade + discount,45,0,112.72,6,1,5072.4
4107-MBBIB,0.6935,High,Offer annual contract upgrade + discount,67,0,91.89,5,0,6156.63
4774-FWYBG,0.6933,High,Offer annual contract upgrade + discount,36,0,110.98,2,0,3995.28
1222-FZDGE,0.693,High,Offer annual contract upgrade + discount,5,0,103.32,5,0,516.5999999999999
1602-AYVTR,0.6926,High,Offer annual contract upgrade + discount,13,0,52.47,4,0,682.11
5235-OOQPU,0.6925,High,Offer annual contract upgrade + discount,49,0,77.01,7,1,3773.4900000000002
8724-WIIQD,0.6925,High,Bundle security add-on — proactive outreach,15,2,97.94,5,0,1469.1
7474-RGMPI,0.6924,High,Bundle security add-on — proactive outreach,23,2,88.11,4,0,2026.53
4157-VOHRD,0.6923,High,Offer annual contract upgrade + discount,2,0,42.18,4,0,84.36
8652-FWRFC,0.6923,High,Offer annual contract upgrade + discount,27,0,79.18,2,0,2137.86
1923-YURCM,0.6922,High,Offer annual contract upgrade + discount,32,0,73.1,4,0,2339.2
4996-YPBDA,0.6921,High,Offer annual contract upgrade + discount,39,0,19.92,4,0,776.8800000000001
2821-XLNZR,0.6919,High,Offer annual contract upgrade + discount,65,0,53.22,6,0,3459.2999999999997
1649-TLFVI,0.6918,High,Offer annual contract upgrade + discount,54,0,78.95,4,1,4263.3
6614-UAUSK,0.6916,High,Offer annual contract upgrade + discount,8,0,62.47,4,0,499.76
5808-JTBNH,0.6915,High,Offer annual contract upgrade + discount,11,0,32.42,4,1,356.62
6893-SVZSV,0.6915,High,Offer annual contract upgrade + discount,56,0,52.59,5,0,2945.04
7604-JBANM,0.6914,High,Offer annual contract upgrade + discount,28,0,97.91,5,0,2741.48
7790-SUUWA,0.6914,High,Offer annual contract upgrade + discount,43,0,30.97,5,0,1331.71
3637-JCCBO,0.691,High,Offer annual contract upgrade + discount,35,0,67.45,5,0,2360.75
7518-UPCMF,0.691,High,Offer annual contract upgrade + discount,57,0,62.91,3,1,3585.87
7774-ELTOA,0.6909,High,Offer annual contract upgrade + discount,19,0,108.88,4,0,2068.72
2955-QLLNR,0.6908,High,Offer annual contract upgrade + discount,19,0,92.23,1,0,1752.3700000000001
8762-DLVTH,0.6906,High,Offer annual contract upgrade + discount,10,0,39.25,1,0,392.5
1727-XRDWW,0.6905,High,Offer annual contract upgrade + discount,46,0,50.76,6,1,2334.96
8486-HZEDI,0.6905,High,Offer annual contract upgrade + discount,18,0,45.31,6,1,815.58
9769-LJYDD,0.6904,High,Offer annual contract upgrade + discount,29,0,110.42,6,1,3202.18
4620-RUFSQ,0.6902,High,Loyalty reward or retention offer,32,1,114.08,4,0,3650.56
4325-YKEPI,0.6901,High,Offer annual contract upgrade + discount,49,0,30.02,5,0,1470.98
8768-ADJKF,0.69,High,Bundle security add-on — proactive outreach,33,1,100.41,6,0,3313.5299999999997
1676-WDMMT,0.69,High,Offer annual contract upgrade + discount,39,0,60.07,5,1,2342.73
5683-RQUSA,0.6898,High,Offer annual contract upgrade + discount,53,0,71.1,3,1,3768.2999999999997
4630-OEXXH,0.6895,High,Offer annual contract upgrade + discount,23,0,112.28,1,0,2582.44
2883-ISKQS,0.6894,High,Offer annual contract upgrade + discount,39,0,105.83,5,0,4127.37
6978-FZNGL,0.6893,High,Offer annual contract upgrade + discount,70,0,52.62,5,0,3683.3999999999996
5698-LCENF,0.6893,High,Offer annual contract upgrade + discount,31,0,67.21,2,0,2083.5099999999998
7236-BLSMG,0.689,High,Offer annual contract upgrade + discount,22,0,80.24,4,0,1765.28
2141-OSQPR,0.6885,High,Offer annual contract upgrade + discount,44,0,30.76,4,0,1353.44
2377-FTNIH,0.6885,High,Offer annual contract upgrade + discount,7,0,60.25,4,1,421.75
8695-XMOUW,0.6884,High,Offer annual contract upgrade + discount,45,0,106.15,6,1,4776.75
9907-ILULU,0.6882,High,Offer annual contract upgrade + discount,6,0,53.91,4,0,323.46
3715-QLETM,0.6882,High,Offer annual contract upgrade + discount,63,0,77.53,5,1,4884.39
5460-NAGZG,0.6881,High,Offer annual contract upgrade + discount,42,0,40.38,6,0,1695.96
7948-UUCAF,0.688,High,Offer annual contract upgrade + discount,43,0,66.16,5,1,2844.8799999999997
1437-YFAWI,0.6879,High,Offer annual contract upgrade + discount,17,0,91.6,6,0,1557.1999999999998
9456-KZGYG,0.6879,High,Offer annual contract upgrade + discount,59,0,58.91,6,0,3475.6899999999996
7318-NMLOO,0.6878,High,Offer annual contract upgrade + discount,50,0,75.66,1,0,3783.0
6581-KJXTJ,0.6878,High,Bundle security add-on — proactive outreach,30,1,109.74,4,0,3292.2
9887-TSRFH,0.6876,High,Offer annual contract upgrade + discount,21,0,34.86,8,0,732.06
8695-KNTDI,0.687,High,Offer annual contract upgrade + discount,16,0,90.27,6,1,1444.32
2061-CPDBO,0.6869,High,Loyalty reward or retention offer,70,1,96.23,5,0,6736.1
5905-SGHLK,0.6869,High,Onboarding check-in call,10,1,93.06,5,0,930.6
5334-PQPDE,0.6866,High,Offer annual contract upgrade + discount,22,0,60.83,5,1,1338.26
9461-KKOHF,0.6864,High,Offer annual contract upgrade + discount,35,0,77.88,3,1,2725.7999999999997
2872-ZGLNM,0.6864,High,Offer annual contract upgrade + discount,9,0,69.56,3,0,626.04
7188-ROUSA,0.6862,High,Offer annual contract upgrade + discount,56,0,68.66,5,1,3844.96
3783-RKHJX,0.6861,High,Offer annual contract upgrade + discount,58,0,36.96,4,1,2143.68
2701-IETLO,0.6861,High,Offer annual contract upgrade + discount,23,0,56.18,6,1,1292.14
4018-COPFM,0.6859,High,Offer annual contract upgrade + discount,9,0,107.21,6,0,964.89
6950-GKHDW,0.6859,High,Offer annual contract upgrade + discount,21,0,47.12,7,1,989.52
5238-PYWPM,0.6858,High,Offer annual contract upgrade + discount,8,0,48.52,7,1,388.16
1300-OKEIT,0.6853,High,Offer annual contract upgrade + discount,33,0,73.71,6,0,2432.43
7942-BEPYN,0.6849,High,Offer annual contract upgrade + discount,36,0,83.89,2,0,3020.04
8020-POMYK,0.6849,High,Offer annual contract upgrade + discount,12,0,42.8,1,0,513.5999999999999
2048-WJULT,0.6848,High,Offer annual contract upgrade + discount,70,0,66.7,2,0,4669.0
4401-NTAGF,0.6847,High,Offer annual contract upgrade + discount,64,0,74.14,5,1,4744.96
2609-VNMHO,0.6846,High,Offer annual contract upgrade + discount,71,0,118.59,1,0,8419.89
8935-RGDKD,0.6846,High,Offer annual contract upgrade + discount,13,0,81.17,5,0,1055.21
9655-SZNUR,0.6845,High,Offer annual contract upgrade + discount,30,0,24.3,7,1,729.0
6118-EOFMP,0.6845,High,Enroll in paperless billing + auto-pay,34,2,112.61,3,0,3828.74
6387-MRPPD,0.6844,High,Offer annual contract upgrade + discount,49,0,43.14,6,0,2113.86
4404-CUUPM,0.6844,High,Bundle security add-on — proactive outreach,29,1,115.69,4,0,3355.0099999999998
3644-XQNYG,0.684,High,Offer annual contract upgrade + discount,44,0,73.04,6,0,3213.76
2337-LKLWR,0.6838,High,Offer annual contract upgrade + discount,54,0,65.92,4,1,3559.6800000000003
5808-BCRBN,0.6837,High,Offer annual contract upgrade + discount,0,0,47.57,6,0,0.0
2951-NJTDT,0.6836,High,Offer annual contract upgrade + discount,7,0,65.0,6,0,455.0
4519-MJNZV,0.6836,High,Offer annual contract upgrade + discount,64,0,51.5,5,1,3296.0
1872-ZSKDD,0.6836,High,Bundle security add-on — proactive outreach,72,2,75.54,3,0,5438.88
3717-VYBKQ,0.6834,High,Loyalty reward or retention offer,17,1,29.11,2,0,494.87
5580-CCJHD,0.6834,High,Offer annual contract upgrade + discount,63,0,19.16,2,0,1207.08
9955-CYBKJ,0.6828,High,Offer annual contract upgrade + discount,21,0,70.78,5,1,1486.38
3851-ORRIR,0.6827,High,Offer annual contract upgrade + discount,32,0,85.82,4,0,2746.24
2412-CYMUE,0.6827,High,Offer annual contract upgrade + discount,51,0,67.77,2,1,3456.27
7747-GYGGZ,0.6826,High,Offer annual contract upgrade + discount,56,0,37.02,6,0,2073.1200000000003
9217-WSVBQ,0.6825,High,Offer annual contract upgrade + discount,30,0,68.94,7,0,2068.2
5012-ETTSO,0.6824,High,Offer annual contract upgrade + discount,1,0,79.68,7,0,79.68
8396-VUKFF,0.6823,High,Offer annual contract upgrade + discount,55,0,26.29,1,0,1445.95
3067-AJGBD,0.6822,High,Offer annual contract upgrade + discount,7,0,95.77,6,1,670.39
5567-RKXAP,0.6822,High,Offer annual contract upgrade + discount,18,0,83.06,4,0,1495.08
7827-ALPBU,0.682,High,Bundle security add-on — proactive outreach,51,1,86.95,4,0,4434.45
8877-SMNEG,0.6819,High,Offer annual contract upgrade + discount,62,0,95.02,7,0,5891.24
2475-XDPUL,0.6819,High,Loyalty reward or retention offer,45,1,101.76,7,0,4579.2
8307-QQBDF,0.6818,High,Offer annual contract upgrade + discount,59,0,101.14,3,0,5967.26
9674-QDJRP,0.6814,High,Offer annual contract upgrade + discount,21,0,28.88,0,0,606.48
1320-PAZQJ,0.681,High,Offer annual contract upgrade + discount,71,0,111.65,5,0,7927.150000000001
9677-ZXTTR,0.6809,High,Offer annual contract upgrade + discount,28,0,27.63,8,1,773.64
1317-JFLXT,0.6808,High,Offer annual contract upgrade + discount,19,0,64.69,4,0,1229.11
4973-MJRMU,0.6805,High,Offer annual contract upgrade + discount,42,0,113.97,5,1,4786.74
2246-ERYZZ,0.6804,High,Offer annual contract upgrade + discount,3,0,25.57,4,0,76.71000000000001
9088-KGLQX,0.6804,High,Loyalty reward or retention offer,16,1,27.29,5,0,436.64
7740-WGEHQ,0.6803,High,Offer annual contract upgrade + discount,3,0,74.62,8,0,223.86
2087-LTGDA,0.6802,High,Offer annual contract upgrade + discount,28,0,66.27,6,1,1855.56
9311-MDTLU,0.6801,High,Offer annual contract upgrade + discount,55,0,22.78,7,0,1252.9
5242-XRLGG,0.68,High,Offer annual contract upgrade + discount,11,0,37.64,1,0,414.04
1709-LNJGU,0.6793,High,Offer annual contract upgrade + discount,21,0,37.75,6,1,792.75
6045-UYUVR,0.6793,High,Offer annual contract upgrade + discount,22,0,23.54,5,1,517.88
7200-BUYJI,0.6792,High,Offer annual contract upgrade + discount,37,0,90.21,5,1,3337.77
8450-QHVCD,0.679,High,Bundle security add-on — proactive outreach,2,1,71.21,5,0,142.42
2263-FLPSH,0.6789,High,Offer annual contract upgrade + discount,26,0,88.4,6,1,2298.4
6252-JPXII,0.6788,High,Offer annual contract upgrade + discount,12,0,116.73,1,0,1400.76
6783-XNHLM,0.6787,High,Offer annual contract upgrade + discount,23,0,95.13,6,0,2187.99
9179-GPUNH,0.6787,High,Offer annual contract upgrade + discount,43,0,116.22,5,1,4997.46
8579-HPGAI,0.6786,High,Enroll in paperless billing + auto-pay,9,1,46.91,5,0,422.18999999999994
8680-YFGRV,0.6784,High,Offer annual contract upgrade + discount,29,0,95.35,6,0,2765.1499999999996
5318-UOAWR,0.6783,High,Loyalty reward or retention offer,25,1,33.47,6,0,836.75
4079-VOEHB,0.6783,High,Offer annual contract upgrade + discount,26,0,43.06,5,1,1119.56
8549-NWZEN,0.6783,High,Bundle security add-on — proactive outreach,18,1,90.01,3,0,1620.18
3154-REARU,0.6782,High,Bundle security add-on — proactive outreach,19,2,78.81,2,0,1497.39
9322-NPREL,0.6781,High,Offer annual contract upgrade + discount,69,0,38.47,6,1,2654.43
7880-XDHTZ,0.6779,High,Offer annual contract upgrade + discount,65,0,106.07,5,1,6894.549999999999
5577-KWJEX,0.6779,High,Offer annual contract upgrade + discount,51,0,58.35,3,0,2975.85
9350-XIYWL,0.6775,High,Offer annual contract upgrade + discount,42,0,83.23,4,0,3495.6600000000003
2312-UVEXR,0.6774,High,Bundle security add-on — proactive outreach,17,2,48.02,6,0,816.34
9397-WLVGN,0.6774,High,Offer annual contract upgrade + discount,56,0,63.12,4,0,3534.72
5744-JDIQD,0.6769,High,Offer annual contract upgrade + discount,29,0,24.81,1,0,719.49
2201-ZMHFL,0.6768,High,Offer annual contract upgrade + discount,38,0,39.57,2,0,1503.66
1674-QMCIT,0.6765,High,Offer annual contract upgrade + discount,64,0,77.64,4,1,4968.96
8503-NFMSA,0.6762,High,Offer annual contract upgrade + discount,29,0,89.68,1,0,2600.7200000000003
7110-HLBNW,0.6758,High,Offer annual contract upgrade + discount,26,0,97.47,5,0,2534.22
5504-RNWQP,0.6758,High,Bundle security add-on — proactive outreach,23,1,72.98,4,0,1678.5400000000002
5916-AWDIW,0.6757,High,Offer annual contract upgrade + discount,32,0,65.2,4,0,2086.4
4495-KMSEC,0.6756,High,Bundle security add-on — proactive outreach,1,2,79.55,5,0,79.55
2417-RAAXF,0.6755,High,Offer annual contract upgrade + discount,39,0,60.9,5,1,2375.1
9896-OKDJV,0.6753,High,Offer annual contract upgrade + discount,49,0,37.85,4,1,1854.65
5108-QCLEE,0.6753,High,Offer annual contract upgrade + discount,61,0,110.25,6,0,6725.25
8811-YTLDB,0.6752,High,Offer annual contract upgrade + discount,20,0,20.39,5,0,407.8
7678-LWWFS,0.6751,High,Offer annual contract upgrade + discount,51,0,77.27,4,0,3940.77
8703-VWSIO,0.6751,High,Offer annual contract upgrade + discount,47,0,113.86,1,0,5351.42
5751-LMDQN,0.6751,High,Bundle security add-on — proactive outreach,28,1,68.03,5,0,1904.8400000000001
5112-CZPDP,0.6749,High,Onboarding check-in call,1,1,37.96,1,0,37.96
8842-DWJNN,0.6748,High,Onboarding check-in call,3,1,50.41,1,0,151.23
3859-CHAZE,0.6748,High,Offer annual contract upgrade + discount,45,0,85.15,6,0,3831.7500000000005
1874-BXPXS,0.6747,High,Offer annual contract upgrade + discount,18,0,42.83,5,1,770.9399999999999
3085-HWLST,0.6742,High,Offer annual contract upgrade + discount,49,0,75.42,5,0,3695.58
5433-XRGSZ,0.6741,High,Offer annual contract upgrade + discount,34,0,48.41,4,0,1645.9399999999998
5808-ZLXDX,0.674,High,Offer annual contract upgrade + discount,13,0,101.56,6,0,1320.28
5320-ZZXUK,0.6739,High,Bundle security add-on — proactive outreach,36,2,89.35,4,0,3216.6
8150-KIOBF,0.6737,High,Offer annual contract upgrade + discount,59,0,46.32,2,0,2732.88
3116-SXOEK,0.6736,High,Offer annual contract upgrade + discount,2,0,69.58,6,0,139.16
3251-GDHKU,0.6735,High,Offer annual contract upgrade + discount,54,0,68.55,5,0,3701.7
3219-PGFZD,0.6734,High,Offer annual contract upgrade + discount,47,0,87.01,5,0,4089.4700000000003
2531-EQLVN,0.6733,High,Offer annual contract upgrade + discount,13,0,116.03,1,0,1508.39
6883-RNORH,0.6733,High,Offer annual contract upgrade + discount,31,0,43.79,6,0,1357.49
9739-AJIZN,0.6732,High,Offer annual contract upgrade + discount,53,0,68.09,1,0,3608.77
8393-YAMGZ,0.6732,High,Onboarding check-in call,3,1,57.21,4,0,171.63
7478-YTZSO,0.673,High,Offer annual contract upgrade + discount,28,0,95.13,7,1,2663.64
6859-SMLDM,0.673,High,Offer annual contract upgrade + discount,47,0,19.38,6,1,910.8599999999999
8969-QTZLL,0.673,High,Offer annual contract upgrade + discount,34,0,77.62,6,1,2639.08
2289-FBAKU,0.6727,High,Offer annual contract upgrade + discount,9,0,30.12,6,0,271.08
5139-ZXSLE,0.6724,High,Offer annual contract upgrade + discount,43,0,94.72,3,0,4072.96
1778-PVHGA,0.6723,High,Enroll in paperless billing + auto-pay,54,2,93.24,5,0,5034.96
6765-EIBAF,0.6723,High,Offer annual contract upgrade + discount,65,0,40.56,5,1,2636.4
4160-OBPZA,0.6722,High,Offer annual contract upgrade + discount,21,0,28.01,4,0,588.21
2528-RGBEJ,0.6721,High,Bundle security add-on — proactive outreach,4,2,98.86,3,0,395.44
6302-PFJQO,0.6721,High,Bundle security add-on — proactive outreach,5,1,72.89,3,0,364.45
2544-LKJEP,0.6721,High,Offer annual contract upgrade + discount,46,0,110.93,2,0,5102.780000000001
8662-HBDKQ,0.672,High,Offer annual contract upgrade + discount,4,0,81.36,2,0,325.44
2418-XVOHE,0.6715,High,Offer annual contract upgrade + discount,22,0,68.87,4,0,1515.14
5596-JKIJB,0.6715,High,Offer annual contract upgrade + discount,27,0,44.2,6,0,1193.4
2210-ZYAJO,0.6709,High,Offer annual contract upgrade + discount,57,0,43.72,5,1,2492.04
9826-HSXRK,0.6708,High,Offer annual contract upgrade + discount,15,0,55.48,5,0,832.1999999999999
3598-IONGS,0.6707,High,Offer annual contract upgrade + discount,26,0,99.99,0,0,2599.74
8808-FUZSL,0.6705,High,Offer annual contract upgrade + discount,46,0,38.01,5,0,1748.4599999999998
4420-UJLBG,0.6705,High,Offer annual contract upgrade + discount,51,0,43.41,1,0,2213.91
4102-GMWTP,0.6704,High,Offer annual contract upgrade + discount,29,0,54.38,8,0,1577.02
2561-JIDGG,0.6698,High,Offer annual contract upgrade + discount,26,0,87.38,5,0,2271.88
4912-GPSPJ,0.6698,High,Offer annual contract upgrade + discount,45,0,90.9,4,0,4090.5000000000005
9396-IMSIX,0.6696,High,Offer annual contract upgrade + discount,6,0,61.64,6,1,369.84000000000003
5031-ISFMU,0.6692,High,Offer annual contract upgrade + discount,19,0,60.55,6,0,1150.45
9890-FFEJU,0.6685,High,Offer annual contract upgrade + discount,30,0,53.69,4,1,1610.6999999999998
5686-OHTZV,0.6679,High,Offer annual contract upgrade + discount,3,0,117.41,4,0,352.23
6215-LEXWP,0.6676,High,Offer annual contract upgrade + discount,54,0,56.75,5,0,3064.5
4816-NJRRH,0.6675,High,Offer annual contract upgrade + discount,55,0,49.71,6,0,2734.05
7410-DRVRF,0.6672,High,Offer annual contract upgrade + discount,35,0,50.9,7,0,1781.5
1561-LHLML,0.6672,High,Offer annual contract upgrade + discount,52,0,93.24,1,0,4848.48
